uid,treatment,testidx,data,scores
233,2,"0,2,3,5,1,4","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""left"",""right"",""left"",""right"",""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""up"",""down"",""up""],[""down"",""up"",""down"",""up"",""down"",""up"",""down"",""down"",""down"",""down"",""up"",""up"",""up"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""up"",""up"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""left"",""up"",""down"",""left"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""left"",""down"",""left"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""down"",""up"",""down"",""up"",""down""],[""left"",""down"",""up"",""down"",""down"",""up"",""left"",""up"",""down"",""up"",""right"",""down"",""left"",""up"",""up"",""down"",""up"",""down"",""up"",""down""]]","[100,782,784,835,883,816,708]"
234,2,"0,1,3,5,2,4","[[""down"",""down"",""up"",""down"",""right"",""down"",""up"",""up"",""left"",""right""],[""left"",""left"",""left"",""right"",""down"",""right"",""left"",""up"",""left"",""up"",""down"",""down"",""up"",""up"",""down"",""up"",""down"",""right"",""right"",""down""],[""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""right"",""down"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""left"",""left"",""left"",""right"",""up"",""up"",""up"",""left"",""left"",""up"",""right"",""left"",""up"",""down"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""down"",""right"",""left"",""left"",""right"",""left"",""right"",""right"",""up"",""left"",""down"",""right"",""left"",""left"",""down"",""right"",""up"",""right""],[""left"",""right"",""left"",""left"",""up"",""up"",""up"",""up"",""left"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""left"",""down"",""right"",""right""],[""left"",""left"",""right"",""left"",""up"",""up"",""up"",""left"",""up"",""up"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""]]","[89,741,1395,961,767,1394,1205]"
235,0,"4,5,2,1,3,0","[[""right"",""right"",""down"",""down"",""down"",""right"",""right"",""up"",""left"",""right""],[""up"",""up"",""left"",""down"",""down"",""down"",""left"",""left"",""up"",""up"",""right"",""up"",""up"",""up"",""left"",""left"",""up"",""right"",""left"",""down""],[""up"",""up"",""up"",""up"",""up"",""left"",""left"",""left"",""left"",""down"",""down"",""down"",""right"",""right"",""right"",""right"",""right"",""up"",""left"",""left""],[""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down""],[""up"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""right"",""right"",""right"",""left"",""left"",""left"",""down"",""down"",""down"",""down"",""down""],[""up"",""up"",""up"",""up"",""up"",""left"",""left"",""left"",""left"",""down"",""down"",""up"",""up"",""right"",""left"",""down"",""down"",""down"",""up"",""down""],[""down"",""left"",""up"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""down"",""up"",""down"",""right"",""left"",""up"",""right"",""right"",""left""]]","[74,775,720,829,911,788,1252]"
236,1,"4,1,3,5,0,2","[[""down"",""right"",""down"",""up"",""right"",""down"",""right"",""down"",""down"",""down""],[""left"",""left"",""right"",""left"",""down"",""right"",""up"",""left"",""down"",""down"",""right"",""up"",""up"",""up"",""left"",""down"",""right"",""up"",""down"",""down""],[""left"",""right"",""down"",""down"",""right"",""down"",""left"",""down"",""left"",""left"",""left"",""left"",""right"",""up"",""left"",""up"",""right"",""down"",""up"",""left""],[""right"",""down"",""right"",""up"",""down"",""left"",""down"",""down"",""left"",""down"",""right"",""left"",""left"",""up"",""right"",""left"",""left"",""left"",""left"",""right""],[""left"",""right"",""right"",""left"",""up"",""left"",""up"",""up"",""left"",""right"",""left"",""left"",""left"",""right"",""right"",""right"",""left"",""down"",""left"",""right""],[""left"",""up"",""left"",""down"",""left"",""down"",""down"",""down"",""left"",""right"",""right"",""right"",""right"",""up"",""up"",""down"",""up"",""left"",""down"",""down""],[""up"",""left"",""left"",""left"",""right"",""down"",""left"",""right"",""right"",""right"",""right"",""left"",""down"",""left"",""left"",""up"",""up"",""up"",""up"",""right""]]","[74,708,801,825,730,705,692]"
237,0,"1,2,5,3,4,0","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""left"",""up"",""left"",""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""up"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""left"",""left"",""right"",""left"",""left"",""down"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""]]","[100,930,870,911,810,1015,840]"
238,1,"3,0,4,1,5,2","[[""down"",""right"",""down"",""up"",""left"",""right"",""left"",""right"",""left"",""right""],[""up"",""left"",""left"",""up"",""left"",""right"",""up"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""left"",""down"",""left"",""right"",""left"",""right"",""left"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""left"",""down"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""down"",""up"",""left"",""right"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""down"",""up""],[""down"",""up"",""down"",""down"",""down"",""up"",""down"",""up"",""down"",""right"",""down"",""up"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""up"",""left"",""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""]]","[99,923,955,931,895,917,867]"
239,0,"0,4,3,2,5,1","[[""right"",""right"",""down"",""left"",""up"",""right"",""left"",""down"",""up"",""down""],[""down"",""down"",""right"",""left"",""up"",""down"",""right"",""left"",""right"",""up"",""down"",""left"",""right"",""down"",""up"",""right"",""left"",""right"",""down"",""up""],[""right"",""left"",""down"",""right"",""up"",""left"",""down"",""right"",""up"",""up"",""up"",""down"",""left"",""right"",""right"",""right"",""up"",""left"",""left"",""left""],[""down"",""left"",""right"",""up"",""down"",""right"",""left"",""down"",""up"",""down"",""right"",""left"",""down"",""up"",""left"",""right"",""up"",""down"",""down"",""down""],[""up"",""down"",""left"",""down"",""right"",""right"",""right"",""right"",""down"",""left"",""left"",""right"",""down"",""up"",""up"",""down"",""right"",""down"",""up"",""right""],[""down"",""right"",""left"",""up"",""left"",""down"",""right"",""right"",""down"",""up"",""left"",""right"",""left"",""left"",""up"",""down"",""down"",""right"",""left"",""up""],[""right"",""up"",""left"",""right"",""down"",""up"",""left"",""right"",""down"",""up"",""left"",""right"",""down"",""left"",""right"",""down"",""left"",""right"",""up"",""down""]]","[84,585,634,305,499,670,534]"
240,1,"1,0,5,2,4,3","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""down"",""up"",""down"",""down"",""up"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""down"",""up"",""left"",""left"",""right"",""left"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""left"",""left"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""left"",""down"",""up"",""down"",""up"",""right"",""up"",""down"",""left"",""down"",""up"",""down"",""up"",""down"",""down"",""up"",""up"",""down"",""up""],[""left"",""left"",""right"",""left"",""down"",""down"",""right"",""left"",""right"",""left"",""left"",""right"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""up"",""left"",""left"",""up"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""]]","[100,913,948,917,871,888,920]"
241,0,"5,3,2,0,4,1","[[""down"",""right"",""left"",""down"",""right"",""up"",""left"",""right"",""left"",""right""],[""down"",""right"",""down"",""left"",""left"",""up"",""left"",""up"",""up"",""right"",""left"",""down"",""up"",""down"",""down"",""up"",""down"",""up"",""down"",""up""],[""up"",""up"",""down"",""left"",""right"",""left"",""left"",""right"",""right"",""up"",""down"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""]]","[95,831,794,878,840,940,930]"
242,2,"4,2,0,3,1,5","[[""down"",""right"",""up"",""down"",""left"",""right"",""down"",""up"",""left"",""right""],[""left"",""left"",""right"",""left"",""right"",""left"",""right"",""down"",""down"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""up"",""down"",""down"",""left"",""up"",""right"",""up"",""left"",""right"",""down"",""left"",""right"",""left"",""right"",""left"",""down"",""right"",""left"",""up""],[""down"",""down"",""left"",""right"",""left"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""left"",""down"",""left"",""down"",""down"",""left"",""up"",""right""],[""up"",""up"",""down"",""left"",""right"",""left"",""right"",""left"",""left"",""down"",""up"",""up"",""up"",""down"",""up"",""right"",""left"",""right"",""left"",""right""],[""down"",""down"",""up"",""down"",""left"",""left"",""up"",""up"",""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""right"",""right"",""up"",""down""],[""down"",""up"",""down"",""down"",""down"",""down"",""up"",""right"",""left"",""right"",""left"",""right"",""left"",""down"",""right"",""right"",""up"",""left"",""left"",""right""]]","[98,876,852,839,857,878,781]"
243,0,"4,2,3,1,5,0","[[""down"",""up"",""right"",""down"",""left"",""right"",""up"",""down"",""left"",""right""],[""left"",""left"",""down"",""up"",""down"",""up"",""down"",""down"",""down"",""right"",""up"",""left"",""right"",""left"",""left"",""down"",""left"",""down"",""up"",""right""],[""up"",""right"",""down"",""left"",""down"",""left"",""right"",""up"",""down"",""up"",""down"",""up"",""up"",""right"",""down"",""left"",""down"",""left"",""right"",""up""],[""right"",""right"",""up"",""left"",""left"",""down"",""up"",""up"",""right"",""up"",""down"",""left"",""left"",""down"",""left"",""right"",""down"",""up"",""left"",""right""],[""left"",""left"",""down"",""up"",""down"",""up"",""up"",""up"",""right"",""down"",""down"",""left"",""up"",""down"",""up"",""down"",""left"",""down"",""up"",""right""],[""down"",""up"",""left"",""left"",""down"",""right"",""up"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""up"",""down"",""down"",""up"",""down"",""up""],[""down"",""down"",""up"",""down"",""left"",""right"",""up"",""left"",""down"",""up"",""down"",""left"",""up"",""right"",""left"",""right"",""left"",""right"",""left"",""right""]]","[91,853,790,596,679,872,771]"
244,1,"5,0,4,1,2,3","[[""right"",""down"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right""],[""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""up"",""up""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""down"",""left"",""left"",""down"",""left"",""left"",""down"",""up"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""down"",""left"",""left"",""down"",""left"",""down"",""left"",""right"",""up"",""left"",""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""up""],[""down"",""left"",""down"",""down"",""left"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""up"",""left"",""right"",""left"",""left"",""left"",""left"",""up"",""right"",""right"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""]]","[61,870,840,1027,1294,996,891]"
245,0,"3,4,2,5,1,0","[[""right"",""left"",""right"",""right"",""right"",""right"",""down"",""right"",""down"",""right""],[""up"",""down"",""right"",""right"",""right"",""up"",""down"",""right"",""right"",""up"",""left"",""down"",""left"",""down"",""up"",""right"",""down"",""up"",""right"",""down""],[""right"",""right"",""down"",""right"",""right"",""up"",""right"",""up"",""left"",""up"",""down"",""right"",""up"",""left"",""down"",""left"",""right"",""down"",""right"",""up""],[""up"",""right"",""right"",""up"",""right"",""right"",""right"",""left"",""down"",""right"",""up"",""left"",""down"",""left"",""left"",""down"",""down"",""right"",""down"",""down""],[""up"",""right"",""right"",""up"",""right"",""right"",""down"",""left"",""down"",""right"",""up"",""up"",""right"",""down"",""left"",""left"",""left"",""up"",""up"",""up""],[""up"",""right"",""right"",""right"",""up"",""right"",""up"",""up"",""down"",""left"",""down"",""down"",""down"",""right"",""right"",""down"",""left"",""left"",""up"",""up""],[""right"",""right"",""right"",""up"",""up"",""up"",""right"",""right"",""down"",""left"",""left"",""down"",""down"",""down"",""up"",""right"",""up"",""up"",""left"",""left""]]","[65,610,382,505,510,592,559]"
246,0,"5,3,2,4,1,0","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""left"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""up"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""up"",""down"",""up"",""down"",""up"",""right"",""up"",""down"",""left"",""up"",""right"",""down"",""left"",""down"",""left"",""down"",""up"",""down"",""up""],[""down"",""down"",""up"",""down"",""left"",""left"",""down"",""up"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""]]","[100,924,810,799,918,930,840]"
247,2,"4,3,0,1,2,5","[[""right"",""right"",""right"",""down"",""down"",""up"",""up"",""right"",""right"",""down""],[""right"",""down"",""up"",""up"",""up"",""left"",""left"",""right"",""right"",""down"",""left"",""up"",""right"",""right"",""down"",""left"",""left"",""up"",""right"",""down""],[""right"",""down"",""left"",""up"",""right"",""right"",""left"",""right"",""right"",""down"",""down"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""up"",""left"",""right"",""down"",""left"",""up"",""right"",""down"",""left"",""up"",""right"",""down"",""down"",""right"",""right"",""up"",""right"",""down"",""down"",""right""],[""right"",""left"",""up"",""down"",""down"",""right"",""up"",""left"",""left"",""up"",""right"",""down"",""left"",""up"",""right"",""up"",""down"",""right"",""left"",""up""],[""right"",""right"",""left"",""up"",""up"",""down"",""left"",""left"",""up"",""right"",""left"",""left"",""down"",""up"",""right"",""left"",""left"",""down"",""down"",""right""],[""right"",""up"",""left"",""right"",""left"",""up"",""down"",""up"",""right"",""left"",""up"",""left"",""right"",""left"",""up"",""left"",""up"",""left"",""left"",""right""]]","[71,613,785,444,558,613,727]"
248,0,"1,4,5,2,3,0","[[""down"",""right"",""down"",""down"",""up"",""up"",""left"",""right"",""left"",""right""],[""down"",""down"",""left"",""right"",""up"",""down"",""left"",""left"",""down"",""left"",""down"",""left"",""up"",""right"",""down"",""left"",""up"",""right"",""down"",""up""],[""left"",""left"",""down"",""down"",""down"",""left"",""left"",""down"",""right"",""up"",""down"",""left"",""up"",""right"",""right"",""right"",""down"",""left"",""left"",""left""],[""up"",""up"",""up"",""left"",""left"",""up"",""up"",""left"",""down"",""left"",""up"",""right"",""down"",""left"",""up"",""right"",""down"",""left"",""up"",""right""],[""right"",""right"",""right"",""up"",""up"",""up"",""right"",""right"",""up"",""up"",""left"",""down"",""left"",""down"",""right"",""right"",""up"",""up"",""left"",""down""],[""down"",""down"",""right"",""right"",""right"",""down"",""right"",""right"",""down"",""left"",""up"",""right"",""down"",""left"",""up"",""right"",""down"",""left"",""up"",""right""],[""left"",""left"",""up"",""up"",""up"",""left"",""up"",""left"",""up"",""right"",""down"",""left"",""right"",""left"",""up"",""down"",""right"",""left"",""up"",""down""]]","[97,1165,846,1123,908,1172,1526]"
249,2,"3,4,0,2,1,5","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""right"",""left"",""up"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""left"",""left"",""down"",""up"",""left"",""right"",""up"",""left"",""right"",""right"",""up"",""up"",""right"",""right"",""right"",""down"",""right"",""up"",""right"",""up""],[""down"",""right"",""up"",""left"",""left"",""right"",""down"",""left"",""right"",""up"",""right"",""left"",""left"",""down"",""up"",""left"",""right"",""left"",""up"",""right""],[""left"",""left"",""left"",""up"",""up"",""down"",""left"",""down"",""up"",""right"",""right"",""down"",""up"",""up"",""up"",""up"",""up"",""down"",""down"",""left""],[""right"",""up"",""left"",""left"",""left"",""right"",""right"",""left"",""left"",""left"",""up"",""left"",""down"",""right"",""left"",""up"",""right"",""up"",""left"",""right""],[""right"",""left"",""left"",""up"",""up"",""left"",""right"",""right"",""left"",""down"",""right"",""left"",""up"",""left"",""right"",""left"",""right"",""up"",""right"",""up""]]","[100,781,708,642,540,517,739]"
250,2,"4,0,2,3,1,5","[[""right"",""right"",""left"",""right"",""down"",""left"",""left"",""right"",""left"",""right""],[""down"",""down"",""up"",""down"",""left"",""left"",""right"",""left"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""left"",""left"",""right"",""left"",""right"",""left"",""down"",""up"",""right"",""left"",""up"",""down"",""down"",""up"",""up"",""down"",""up"",""down"",""up""],[""down"",""left"",""down"",""left"",""left"",""down"",""left"",""right"",""down"",""up"",""left"",""right"",""down"",""up"",""left"",""right"",""down"",""up"",""down"",""up""],[""right"",""down"",""up"",""down"",""down"",""up"",""up"",""down"",""up"",""down"",""down"",""up"",""up"",""down"",""up"",""down"",""down"",""up"",""up"",""down""],[""down"",""down"",""up"",""down"",""left"",""left"",""left"",""down"",""down"",""left"",""right"",""up"",""left"",""down"",""right"",""up"",""left"",""down"",""right"",""up""],[""left"",""left"",""down"",""up"",""up"",""right"",""left"",""down"",""down"",""up"",""up"",""down"",""up"",""right"",""left"",""down"",""down"",""down"",""down"",""left""]]","[86,1000,830,981,767,1222,873]"
251,2,"3,1,0,4,2,5","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""up"",""left"",""right"",""up"",""down"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""left"",""right"",""left"",""right"",""right"",""left""],[""down"",""down"",""left"",""left"",""down"",""up"",""right"",""left"",""up"",""down"",""right"",""left"",""right"",""right"",""up"",""down"",""left"",""right"",""up"",""down""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""down"",""down"",""right"",""right"",""right"",""right"",""right"",""down"",""left"",""up"",""right"",""down"",""left"",""up"",""down"",""right"",""up"",""left"",""down""],[""left"",""down"",""down"",""up"",""left"",""right"",""down"",""down"",""up"",""up"",""right"",""up"",""down"",""left"",""down"",""up"",""right"",""up"",""down"",""left""],[""left"",""left"",""down"",""up"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""down"",""up"",""down"",""up"",""down"",""up""]]","[100,805,891,840,1481,871,924]"
252,1,"0,3,4,1,5,2","[[""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down""],[""down"",""down"",""left"",""up"",""right"",""up"",""up"",""up"",""right"",""up"",""left"",""down"",""down"",""left"",""right"",""down"",""down"",""down"",""down"",""down""],[""up"",""up"",""up"",""up"",""right"",""right"",""down"",""down"",""left"",""down"",""down"",""right"",""up"",""left"",""down"",""down"",""right"",""right"",""up"",""up""],[""up"",""left"",""right"",""right"",""down"",""down"",""left"",""up"",""up"",""up"",""up"",""up"",""right"",""right"",""down"",""left"",""left"",""down"",""down"",""down""],[""up"",""down"",""down"",""left"",""up"",""up"",""up"",""up"",""right"",""down"",""left"",""down"",""down"",""down"",""up"",""right"",""right"",""up"",""left"",""left""],[""up"",""up"",""right"",""left"",""left"",""left"",""down"",""down"",""right"",""right"",""right"",""down"",""down"",""down"",""left"",""up"",""up"",""up"",""up"",""up""],[""up"",""up"",""left"",""up"",""down"",""right"",""right"",""down"",""down"",""down"",""down"",""up"",""left"",""up"",""up"",""up"",""right"",""right"",""right"",""left""]]","[63,607,563,538,597,701,570]"
253,0,"2,1,4,3,5,0","[[""down"",""right"",""left"",""right"",""down"",""down"",""up"",""up"",""up"",""down""],[""left"",""down"",""left"",""down"",""left"",""down"",""down"",""left"",""up"",""right"",""up"",""right"",""right"",""up"",""right"",""up"",""left"",""left"",""down"",""left""],[""down"",""down"",""left"",""left"",""right"",""up"",""right"",""down"",""left"",""up"",""left"",""up"",""left"",""up"",""up"",""left"",""up"",""up"",""up"",""right""],[""up"",""left"",""up"",""up"",""up"",""left"",""left"",""left"",""up"",""right"",""down"",""left"",""up"",""right"",""right"",""right"",""left"",""left"",""left"",""down""],[""up"",""up"",""up"",""up"",""right"",""right"",""right"",""right"",""up"",""right"",""left"",""down"",""right"",""up"",""left"",""left"",""left"",""left"",""left"",""left""],[""down"",""down"",""left"",""down"",""down"",""left"",""left"",""up"",""left"",""down"",""up"",""right"",""left"",""down"",""up"",""right"",""left"",""down"",""up"",""right""],[""down"",""down"",""down"",""up"",""left"",""left"",""up"",""up"",""down"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""up"",""down"",""up"",""down""]]","[96,818,906,1000,943,956,979]"
254,0,"5,1,3,4,2,0","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""left"",""right"",""right"",""left"",""right"",""left""],[""up"",""right"",""left"",""right"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""right"",""left"",""right"",""right"",""down"",""right"",""left"",""right"",""left"",""right"",""left"",""left"",""right"",""left"",""right"",""left"",""up"",""right"",""left"",""right""],[""left"",""right"",""left"",""right"",""left"",""left"",""right"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""right"",""left"",""right"",""left""],[""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""down"",""left"",""left"",""down"",""right"",""up"",""left""],[""left"",""right"",""left"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left""]]","[100,763,866,694,746,673,646]"
255,2,"0,5,2,3,1,4","[[""down"",""right"",""left"",""right"",""left"",""right"",""down"",""up"",""left"",""right""],[""down"",""left"",""left"",""right"",""left"",""up"",""left"",""up"",""down"",""right"",""down"",""right"",""left"",""up"",""down"",""down"",""left"",""down"",""down"",""left""],[""down"",""down"",""down"",""right"",""left"",""down"",""right"",""up"",""left"",""down"",""right"",""right"",""up"",""left"",""down"",""left"",""up"",""right"",""left"",""down""],[""left"",""left"",""up"",""up"",""right"",""left"",""down"",""down"",""up"",""up"",""up"",""up"",""up"",""left"",""down"",""left"",""right"",""up"",""down"",""up""],[""up"",""left"",""left"",""up"",""up"",""down"",""up"",""down"",""up"",""right"",""down"",""up"",""up"",""up"",""right"",""right"",""right"",""right"",""down"",""up""],[""down"",""down"",""left"",""left"",""down"",""left"",""down"",""left"",""up"",""right"",""down"",""left"",""right"",""up"",""down"",""left"",""right"",""up"",""down"",""left""],[""left"",""left"",""up"",""up"",""up"",""up"",""left"",""up"",""left"",""right"",""down"",""up"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""]]","[99,839,765,1135,776,1283,1264]"
256,0,"2,4,0,5,3,1","[[""right"",""down"",""right"",""down"",""left"",""up"",""up"",""right"",""down"",""right""],[""right"",""down"",""right"",""up"",""left"",""up"",""right"",""down"",""right"",""right"",""down"",""left"",""left"",""left"",""up"",""left"",""up"",""right"",""down"",""down""],[""left"",""right"",""down"",""down"",""right"",""up"",""right"",""down"",""left"",""down"",""right"",""up"",""right"",""up"",""right"",""down"",""right"",""down"",""left"",""up""],[""right"",""down"",""right"",""up"",""right"",""up"",""right"",""left"",""up"",""down"",""right"",""left"",""down"",""down"",""left"",""left"",""up"",""up"",""left"",""right""],[""right"",""right"",""down"",""up"",""up"",""left"",""up"",""right"",""up"",""left"",""left"",""down"",""left"",""up"",""right"",""up"",""right"",""down"",""right"",""up""],[""up"",""right"",""left"",""up"",""left"",""down"",""right"",""up"",""down"",""right"",""left"",""up"",""right"",""down"",""left"",""up"",""right"",""down"",""left"",""up""],[""left"",""up"",""right"",""down"",""left"",""up"",""right"",""down"",""left"",""up"",""right"",""down"",""down"",""right"",""left"",""up"",""down"",""right"",""left"",""up""]]","[75,517,639,519,509,605,614]"
